unit_price,order_value,quantity,country,major_category,minor_category,description,year,month,quarter,hour,day_time
4.15,16.6,4,France,Garden,Seeds,ANTIQUE SILVER TEA GLASS ENGRAVED,2011,11,Q4,11,Morning
4.95,19.8,4,France,Kitchen,Cooking Knives,RETRO MOD TRAY,2011,5,Q2,9,Morning
4.95,39.6,8,France,Garden,Turf,JUMBO BAG DOLLY GIRL DESIGN,2011,3,Q1,10,Morning
0.42,10.08,24,France,Garden,Turf,RED RETROSPOT PUDDING BOWL,2011,10,Q4,12,Morning
2.1,25.2,12,France,Garden,Rakes,PACK OF 20 SPACEBOY NAPKINS,2011,5,Q2,13,Afternoon
4.15,16.6,4,France,Garden,Hoses,DOTCOM POSTAGE,2011,9,Q3,12,Morning
0.85,8.5,10,France,Kitchen,Coasters,WRAP ENGLISH ROSE,2011,1,Q1,11,Morning
0.85,20.4,24,France,Clothes,Shoes,WOOD STAMP SET THANK YOU,2011,6,Q2,16,Afternoon
1.25,15.0,12,France,Garden,Hoses,GREEN POLKADOT BOWL,2011,12,Q4,11,Morning
4.95,14.85,3,France,Garden,Seeds,TOY TIDY SPACEBOY,2011,11,Q4,11,Morning
4.15,33.2,8,France,Kitchen,Bowls,RED RETROSPOT CHILDRENS UMBRELLA,2011,7,Q3,13,Afternoon
2.1,12.6,6,France,Garden,Hoses,PACK OF 60 SPACEBOY CAKE CASES,2011,3,Q1,9,Morning
2.95,17.7,6,France,Clothes,Shoes,ROUND SNACK BOXES SET OF4 WOODLAND,2011,2,Q1,14,Afternoon
1.25,20.0,16,France,Kitchen,Cutlery,RED RETROSPOT CAKE STAND,2011,8,Q3,10,Morning
2.1,25.2,12,France,Kitchen,Coasters,ICE CREAM SUNDAE LIP GLOSS,2011,1,Q1,9,Morning
0.85,20.4,24,France,Kitchen,Cooking Knives,PINK PARTY BAGS,2011,3,Q1,9,Morning
0.42,5.04,12,France,Clothes,Hats,MINI PAINT SET VINTAGE,2011,9,Q3,10,Morning
1.65,4.95,3,France,Kitchen,Coasters,RED RETROSPOT OVEN GLOVE,2011,3,Q1,12,Morning
0.85,8.5,10,France,Kitchen,Cutlery,SMALL HEART MEASURING SPOONS,2011,9,Q3,12,Morning
4.15,33.2,8,France,Kitchen,Cooking Knives,CHILDRENS APRON SPACEBOY DESIGN,2011,6,Q2,11,Morning
5.95,35.7,6,France,Garden,Hoses,CHARLOTTE BAG PINK POLKADOT,2011,1,Q1,13,Afternoon
1.25,30.0,24,France,Garden,Seeds,RED RETROSPOT CHARLOTTE BAG,2011,3,Q1,12,Morning
4.95,14.85,3,France,Clothes,Hats,WATERING CAN GREEN DINOSAUR,2011,3,Q1,12,Morning
0.82,8.2,10,France,Garden,Rakes,LUNCH BAG SPACEBOY DESIGN,2011,9,Q3,10,Morning
0.12,0.36,3,France,Garden,Seeds,MEASURING TAPE BABUSHKA BLUE,2011,4,Q2,13,Afternoon
8.5,17.0,2,France,Kitchen,Scales,SET/2 RED RETROSPOT TEA TOWELS,2011,3,Q1,13,Afternoon
0.83,9.96,12,France,Household,Curtains,MIRRORED WALL ART POPPIES,2011,10,Q4,13,Afternoon
0.42,0.42,1,France,Garden,Turf,LUNCH BAG SPACEBOY DESIGN,2011,3,Q1,12,Morning
1.65,16.5,10,France,Clothes,Tops,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,3,Q1,10,Morning
8.95,44.75,5,France,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND,2011,1,Q1,13,Afternoon
2.55,15.3,6,France,Kitchen,Bowls,RECYCLED ACAPULCO MAT GREEN,2011,4,Q2,11,Morning
1.65,49.5,30,France,Household,Rugs,RED RETROSPOT CUP,2011,11,Q4,11,Morning
0.42,5.04,12,France,Household,Rugs,PACK OF 60 MUSHROOM CAKE CASES,2011,5,Q2,12,Morning
1.25,12.5,10,France,Clothes,Hats,RETROSPOT HEART HOT WATER BOTTLE,2011,8,Q3,14,Afternoon
1.25,10.0,8,France,Household,Curtains,RED RETROSPOT BOWL,2011,4,Q2,10,Morning
0.39,4.68,12,France,Garden,Rakes,JUMBO BAG ALPHABET,2011,11,Q4,12,Morning
2.1,25.2,12,France,Garden,Seeds,HOMEMADE JAM SCENTED CANDLES,2011,1,Q1,10,Morning
2.55,30.6,12,France,Clothes,Tops,BROWN CHECK CAT DOORSTOP,2011,1,Q1,9,Morning
1.25,10.0,8,France,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS,2011,12,Q4,9,Morning
0.85,20.4,24,France,Clothes,Hats,JUMBO BAG DOILEY PATTERNS,2011,3,Q1,13,Afternoon
2.55,30.6,12,France,Garden,Rakes,ROSES REGENCY TEACUP AND SAUCER,2011,5,Q2,10,Morning
1.25,1.25,1,France,Kitchen,Cutlery,ANTIQUE SILVER TEA GLASS ENGRAVED,2010,12,Q4,16,Afternoon
1.65,16.5,10,France,Household,Lamps,RETRO MOD TRAY,2011,11,Q4,14,Afternoon
7.95,15.9,2,France,Clothes,Hats,JUMBO BAG DOLLY GIRL DESIGN,2011,11,Q4,13,Afternoon
2.08,20.8,10,France,Household,Curtains,RED RETROSPOT PUDDING BOWL,2011,9,Q3,12,Morning
0.85,17.0,20,France,Kitchen,Coasters,PACK OF 20 SPACEBOY NAPKINS,2011,6,Q2,9,Morning
1.25,2.5,2,France,Kitchen,Coasters,DOTCOM POSTAGE,2011,5,Q2,15,Afternoon
1.65,19.8,12,France,Household,Chairs,WRAP ENGLISH ROSE,2011,8,Q3,15,Afternoon
2.08,20.8,10,France,Kitchen,Cutlery,WOOD STAMP SET THANK YOU,2011,5,Q2,13,Afternoon
1.25,15.0,12,France,Kitchen,Scales,GREEN POLKADOT BOWL,2011,5,Q2,14,Afternoon
0.21,5.04,24,France,Garden,Rakes,RED RETROSPOT CHILDRENS UMBRELLA,2011,6,Q2,16,Afternoon
1.65,19.8,12,France,Clothes,Tops,PACK OF 60 SPACEBOY CAKE CASES,2010,9,Q3,14,Afternoon
0.85,10.2,12,France,Household,Lamps,ROUND SNACK BOXES SET OF4 WOODLAND,2010,9,Q3,14,Afternoon
6.75,13.5,2,France,Garden,Rakes,12 PENCILS TALL TUBE SKULLS,2011,11,Q4,15,Afternoon
1.25,10.0,8,France,Household,Curtains,RED RETROSPOT CAKE STAND,2011,11,Q4,15,Afternoon
2.08,20.8,10,France,Garden,Rakes,ICE CREAM SUNDAE LIP GLOSS,2011,11,Q4,11,Morning
6.75,67.5,10,France,Household,Rugs,PINK PARTY BAGS,2011,7,Q3,14,Afternoon
3.75,15.0,4,France,Clothes,Hats,LARGE HEART MEASURING SPOONS,2011,3,Q1,10,Morning
0.65,15.6,24,France,Kitchen,Plates,MINI PAINT SET VINTAGE,2011,11,Q4,12,Morning
4.15,16.6,4,France,Household,Chairs,GYMKHANA TREASURE BOOK BOX,2011,5,Q2,16,Afternoon
0.65,7.8,12,France,Garden,Hoses,RED HEART SHAPE LOVE BUCKET,2011,2,Q1,10,Morning
4.15,16.6,4,France,Household,Lamps,JUNGLE POPSICLES ICE LOLLY MOULDS,2011,5,Q2,12,Morning
3.25,19.5,6,France,Clothes,Tops,BASKET OF TOADSTOOLS,2011,7,Q3,13,Afternoon
0.42,10.5,25,France,Clothes,Hats,CARDHOLDER GINGHAM CHRISTMAS TREE,2011,7,Q3,13,Afternoon
0.42,5.04,12,France,Household,Chairs,JUMBO STORAGE BAG SUKI,2011,11,Q4,15,Afternoon
0.42,8.4,20,France,Clothes,Hats,PINK REGENCY TEACUP AND SAUCER,2011,2,Q1,10,Morning
1.95,46.8,24,France,Household,Lamps,WHITE HEART CONFETTI IN TUBE,2011,6,Q2,14,Afternoon
1.95,19.5,10,France,Garden,Hoses,ALARM CLOCK BAKELIKE RED,2011,9,Q3,10,Morning
3.75,30.0,8,France,Garden,Seeds,LUNCH BAG SUKI  DESIGN,2011,9,Q3,11,Morning
1.65,19.8,12,France,Clothes,Tops,TRADITIONAL WOODEN SKIPPING ROPE,2011,3,Q1,10,Morning
2.55,15.3,6,France,Clothes,Shoes,DOORMAT UNION FLAG,2011,5,Q2,13,Afternoon
1.65,19.8,12,France,Clothes,Shoes,UNION STRIPE WITH FRINGE  HAMMOCK,2011,8,Q3,13,Afternoon
0.85,17.0,20,France,Clothes,Hats,SPOTTY BUNTING,2011,3,Q1,8,Morning
2.95,17.7,6,France,Kitchen,Cooking Knives,MODERN FLORAL STATIONERY SET,2011,5,Q2,15,Afternoon
3.75,15.0,4,France,Clothes,Tops,ASSORTED COLOUR MINI CASES,2011,4,Q2,9,Morning
2.95,17.7,6,France,Kitchen,Plates,RED SPOTTY BISCUIT TIN,2011,12,Q4,15,Afternoon
0.42,5.04,12,France,Garden,Rakes,SET OF 6 TEA TIME BAKING CASES,2011,8,Q3,15,Afternoon
0.39,4.68,12,France,Garden,Turf,VINTAGE CHRISTMAS STOCKING,2011,6,Q2,16,Afternoon
2.95,17.7,6,Australia,Household,Lamps,WRAP ALPHABET DESIGN,2011,7,Q3,12,Morning
1.65,39.6,24,Australia,Garden,Seeds,BLUE POLKADOT PLATE,2011,9,Q3,14,Afternoon
1.65,16.5,10,Australia,Garden,Rakes,FAIRY TALE COTTAGE NIGHT LIGHT,2011,11,Q4,9,Morning
6.75,67.5,10,Australia,Kitchen,Plates,STORAGE TIN VINTAGE DOILY,2011,5,Q2,9,Morning
7.95,15.9,2,Australia,Garden,Rakes,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,9,Q3,12,Morning
4.95,14.85,3,Australia,Clothes,Shoes,REGENCY MILK JUG PINK,2011,9,Q3,12,Morning
7.95,15.9,2,Australia,Household,Lamps,REGENCY SUGAR BOWL GREEN,2011,3,Q1,13,Afternoon
1.65,19.8,12,Australia,Kitchen,Plates,CHILDRENS APRON SPACEBOY DESIGN,2011,9,Q3,12,Morning
2.55,30.6,12,Australia,Clothes,Tops,CHARLOTTE BAG PINK POLKADOT,2011,7,Q3,13,Afternoon
6.75,27.0,4,Australia,Household,Rugs,RED RETROSPOT CHARLOTTE BAG,2011,2,Q1,14,Afternoon
2.89,52.02,18,Australia,Clothes,Hats,MIRRORED WALL ART POPPIES,2011,9,Q3,11,Morning
3.25,13.0,4,Australia,Kitchen,Bowls,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,7,Q3,10,Morning
4.15,16.6,4,Australia,Household,Chairs,ROUND SNACK BOXES SET OF4 WOODLAND,2011,7,Q3,10,Morning
2.08,41.6,20,Australia,Household,Rugs,APPLE BATH SPONGE,2011,6,Q2,9,Morning
2.95,53.1,18,Australia,Garden,Hoses,36 PENCILS TUBE WOODLAND,2011,7,Q3,15,Afternoon
2.08,20.8,10,Australia,Garden,Seeds,RED RETROSPOT BOWL,2011,6,Q2,9,Morning
5.95,47.6,8,Australia,Kitchen,Cutlery,GLASS JAR DIGESTIVE BISCUITS,2011,3,Q1,13,Afternoon
1.65,16.5,10,Australia,Kitchen,Cutlery,JUMBO BAG DOILEY PATTERNS,2011,12,Q4,14,Afternoon
1.95,23.4,12,Australia,Clothes,Tops,RED RETROSPOT PUDDING BOWL,2011,9,Q3,15,Afternoon
2.95,11.8,4,Hong Kong,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES,2011,5,Q2,14,Afternoon
2.95,11.8,4,Hong Kong,Household,Rugs,ROUND SNACK BOXES SET OF4 WOODLAND,2011,5,Q2,14,Afternoon
1.95,11.7,6,Hong Kong,Household,Rugs,12 PENCILS TALL TUBE SKULLS,2011,5,Q2,14,Afternoon
5.95,17.85,3,Hong Kong,Garden,Rakes,RED RETROSPOT CAKE STAND,2011,5,Q2,14,Afternoon
3.75,45.0,12,Hong Kong,Household,Lamps,LARGE HEART MEASURING SPOONS,2011,12,Q4,9,Morning
3.75,15.0,4,Hong Kong,Household,Curtains,RED RETROSPOT OVEN GLOVE,2011,10,Q4,12,Morning
4.95,14.85,3,Hong Kong,Kitchen,Bowls,PACK OF 72 SKULL CAKE CASES,2011,10,Q4,12,Morning
8.25,66.0,8,Hong Kong,Kitchen,Cooking Knives,SMALL HEART MEASURING SPOONS,2011,8,Q3,9,Morning
3.75,15.0,4,Hong Kong,Garden,Hoses,CLASSIC FRENCH STYLE BASKET NATURAL,2011,10,Q4,12,Morning
0.42,10.08,24,Hong Kong,Clothes,Hats,CHILDRENS APRON SPACEBOY DESIGN,2011,10,Q4,12,Morning
4.95,39.6,8,Hong Kong,Clothes,Hats,CHARLOTTE BAG PINK POLKADOT,2011,8,Q3,9,Morning
1.25,20.0,16,Hong Kong,Household,Rugs,RED RETROSPOT CHARLOTTE BAG,2011,8,Q3,9,Morning
2.1,52.5,25,Hong Kong,Clothes,Tops,WATERING CAN GREEN DINOSAUR,2011,1,Q1,14,Afternoon
3.25,19.5,6,Hong Kong,Garden,Turf,LUNCH BAG SPACEBOY DESIGN,2011,1,Q1,14,Afternoon
0.55,13.2,24,Hong Kong,Clothes,Shoes,MEASURING TAPE BABUSHKA BLUE,2011,5,Q2,14,Afternoon
0.85,10.2,12,Hong Kong,Garden,Turf,SET/2 RED RETROSPOT TEA TOWELS,2011,8,Q3,9,Morning
1.25,30.0,24,Hong Kong,Household,Lamps,LUNCH BAG SPACEBOY DESIGN,2011,10,Q4,12,Morning
2.1,12.6,6,Hong Kong,Household,Curtains,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,5,Q2,14,Afternoon
1.65,19.8,12,Hong Kong,Garden,Hoses,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,8,Q3,9,Morning
1.25,12.5,10,Hong Kong,Household,Curtains,RECYCLED ACAPULCO MAT GREEN,2011,8,Q3,9,Morning
0.55,13.2,24,Hong Kong,Garden,Hoses,RED RETROSPOT CUP,2011,5,Q2,14,Afternoon
0.85,10.2,12,Hong Kong,Kitchen,Scales,36 PENCILS TUBE WOODLAND,2011,5,Q2,14,Afternoon
3.95,31.6,8,Hong Kong,Garden,Rakes,PACK OF 60 MUSHROOM CAKE CASES,2011,5,Q2,14,Afternoon
1.95,15.6,8,Hong Kong,Clothes,Shoes,RETROSPOT HEART HOT WATER BOTTLE,2011,12,Q4,9,Morning
0.85,8.5,10,Hong Kong,Kitchen,Coasters,BLUE POLKADOT CUP,2011,5,Q2,14,Afternoon
0.85,8.5,10,Hong Kong,Clothes,Hats,RED RETROSPOT BOWL,2011,5,Q2,14,Afternoon
1.95,11.7,6,Hong Kong,Clothes,Shoes,JUMBO BAG ALPHABET,2011,10,Q4,12,Morning
1.65,16.5,10,Hong Kong,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES,2011,5,Q2,14,Afternoon
2.95,53.1,18,Hong Kong,Household,Lamps,BROWN CHECK CAT DOORSTOP,2011,8,Q3,9,Morning
3.25,19.5,6,Hong Kong,Household,Rugs,JUMBO BAG DOILEY PATTERNS,2011,5,Q2,14,Afternoon
2.55,15.3,6,Hong Kong,Garden,Seeds,ROSES REGENCY TEACUP AND SAUCER,2011,5,Q2,14,Afternoon
4.95,19.8,4,Hong Kong,Clothes,Tops,JUMBO BAG DOLLY GIRL DESIGN,2011,1,Q1,14,Afternoon
1.25,12.5,10,Hong Kong,Garden,Hoses,PACK OF 20 SPACEBOY NAPKINS,2011,12,Q4,9,Morning
8.25,66.0,8,Hong Kong,Garden,Hoses,DOTCOM POSTAGE,2011,8,Q3,9,Morning
0.85,27.2,32,Hong Kong,Household,Curtains,WRAP ENGLISH ROSE,2011,5,Q2,14,Afternoon
1.25,20.0,16,Hong Kong,Clothes,Tops,WOOD STAMP SET THANK YOU,2011,8,Q3,9,Morning
0.55,13.2,24,Hong Kong,Garden,Hoses,GREEN POLKADOT BOWL,2011,5,Q2,14,Afternoon
4.95,29.7,6,Hong Kong,Garden,Rakes,TOY TIDY SPACEBOY,2011,8,Q3,9,Morning
0.85,27.2,32,Hong Kong,Kitchen,Cooking Knives,RED RETROSPOT CHILDRENS UMBRELLA,2011,5,Q2,14,Afternoon
1.25,20.0,16,Hong Kong,Clothes,Tops,PACK OF 60 SPACEBOY CAK,2011,8,Q3,9,Morning
