invoiceno,unitprice,ordervalue,quantity,country,invoicedate,invoicetime,year_month,major_category,minor_category,description,year,month,hour,time_of_day
543587,7.95,15.9,2,Germany,2011-02-10,0 days 11:39:00,2011-02,Clothes,Hats,WRAP DOILEY DESIGN,2011,2,11,Morning
549193,2.08,20.8,10,Germany,2011-04-07,0 days 10:24:00,2011-04,Garden,Rakes,SET OF 12 FAIRY CAKE BAKING CASES,2011,4,10,Morning
577615,1.25,22.5,18,Germany,2011-11-21,0 days 10:22:00,2011-11,Household,Lamps,JAM JAR WITH PINK LID,2011,11,10,Morning
556509,2.08,12.48,6,Germany,2011-06-13,0 days 10:33:00,2011-06,Clothes,Hats,RED TOADSTOOL LED NIGHT LIGHT,2011,6,10,Morning
568056,1.45,17.4,12,Germany,2011-09-23,0 days 12:55:00,2011-09,Clothes,Hats,RETROSPOT TEA SET CERAMIC 11 PC,2011,9,12,Afternoon
537201,1.95,15.6,8,Germany,2010-12-05,0 days 14:19:00,2010-12,Kitchen,Cutlery,WHITE ROCKING HORSE HAND PAINTED,2010,12,14,Afternoon
540553,7.95,15.9,2,Germany,2011-01-10,0 days 09:48:00,2011-01,Household,Curtains,SET OF 3 REGENCY CAKE TINS,2011,1,9,Morning
571065,4.15,16.6,4,Germany,2011-10-13,0 days 14:59:00,2011-10,Kitchen,Cutlery,STRAWBERRY CHARLOTTE BAG,2011,10,14,Afternoon
560635,1.25,15.0,12,Germany,2011-07-20,0 days 10:51:00,2011-07,Garden,Rakes,SOLDIERS EGG CUP,2011,7,10,Morning
554861,4.95,19.8,4,Germany,2011-05-27,0 days 10:29:00,2011-05,Clothes,Hats,QUEENS GUARD COFFEE MUG,2011,5,10,Morning
565765,2.55,15.3,6,Germany,2011-09-06,0 days 14:19:00,2011-09,Kitchen,Cooking Knives,SET/20 RED RETROSPOT PAPER NAPKINS,2011,9,14,Afternoon
540458,2.95,17.7,6,Germany,2011-01-07,0 days 12:28:00,2011-01,Household,Curtains,BLUE POLKADOT WRAP,2011,1,12,Afternoon
571658,1.65,19.8,12,Germany,2011-10-18,0 days 12:48:00,2011-10,Garden,Hoses,CHILDRENS APRON APPLES DESIGN,2011,10,12,Afternoon
576787,2.08,20.8,10,Germany,2011-11-16,0 days 13:54:00,2011-11,Clothes,Tops,12 PENCILS SMALL TUBE SKULL,2011,11,13,Afternoon
541965,0.85,20.4,24,Germany,2011-01-24,0 days 13:27:00,2011-01,Kitchen,Cutlery,BLUE ROSE FABRIC MIRROR,2011,1,13,Afternoon
556443,0.85,8.5,10,Germany,2011-06-10,0 days 15:28:00,2011-06,Kitchen,Plates,RIBBON REEL LACE DESIGN,2011,6,15,Afternoon
567666,2.95,17.7,6,Germany,2011-09-21,0 days 15:23:00,2011-09,Garden,Seeds,CHILDRENS APRON APPLES DESIGN,2011,9,15,Afternoon
542713,3.75,30.0,8,Germany,2011-01-31,0 days 13:27:00,2011-01,Garden,Turf,RABBIT NIGHT LIGHT,2011,1,13,Afternoon
576890,3.75,15.0,4,Germany,2011-11-16,0 days 17:25:00,2011-11,Household,Lamps,SPACEBOY MINI BACKPACK,2011,11,17,Afternoon
555162,1.95,23.4,12,Germany,2011-06-01,0 days 10:15:00,2011-06,Household,Curtains,POSTAGE,2011,6,10,Morning
569893,12.75,12.75,1,Germany,2011-10-06,0 days 15:51:00,2011-10,Kitchen,Cooking Knives,SET OF SALT AND PEPPER TOADSTOOLS,2011,10,15,Afternoon
543056,10.95,350.4,32,Germany,2011-02-03,0 days 10:47:00,2011-02,Household,Rugs,PLASTERS IN TIN CIRCUS PARADE,2011,2,10,Morning
581266,0.39,4.68,12,Germany,2011-12-08,0 days 11:25:00,2011-12,Household,Rugs,PINK BABY BUNTING,2011,12,11,Morning
553741,10.95,65.7,6,Germany,2011-05-19,0 days 09:37:00,2011-05,Clothes,Tops,PACK OF 12 COLOURED PENCILS,2011,5,9,Morning
565416,0.29,6.96,24,Germany,2011-09-04,0 days 12:00:00,2011-09,Kitchen,Coasters,PINK FAIRY CAKE CHILDRENS APRON,2011,9,12,Afternoon
555162,2.55,15.3,6,Germany,2011-06-01,0 days 10:15:00,2011-06,Garden,Seeds,PACK OF 60 MUSHROOM CAKE CASES,2011,6,10,Morning
555282,1.45,17.4,12,Germany,2011-06-02,0 days 09:04:00,2011-06,Clothes,Hats,WOODLAND PARTY BAG + STICKER SET,2011,6,9,Morning
549316,0.65,7.8,12,Germany,2011-04-08,0 days 09:54:00,2011-04,Kitchen,Scales,POSTAGE,2011,4,9,Morning
560728,2.95,14.75,5,Germany,2011-07-20,0 days 14:38:00,2011-07,Garden,Turf,PANTRY MAGNETIC  SHOPPING LIST,2011,7,14,Afternoon
544573,2.55,30.6,12,Germany,2011-02-21,0 days 13:40:00,2011-02,Household,Chairs,COFFEE MUG CAT + BIRD DESIGN,2011,2,13,Afternoon
546759,3.75,15.0,4,Germany,2011-03-16,0 days 13:58:00,2011-03,Kitchen,Cooking Knives,MINI JIGSAW SPACEBOY,2011,3,13,Afternoon
568350,4.95,44.55,9,Germany,2011-09-26,0 days 15:35:00,2011-09,Clothes,Shoes,LUNCH BAG SPACEBOY DESIGN,2011,9,15,Afternoon
578509,2.95,17.7,6,Germany,2011-11-24,0 days 13:17:00,2011-11,Garden,Hoses,SET OF 3 REGENCY CAKE TINS,2011,11,13,Afternoon
581266,1.25,15.0,12,Germany,2011-12-08,0 days 11:25:00,2011-12,Garden,Rakes,12 PENCILS SMALL TUBE SKULL,2011,12,11,Morning
567958,0.55,13.2,24,Germany,2011-09-23,0 days 09:00:00,2011-09,Clothes,Hats,RETROSPOT PARTY BAG + STICKER SET,2011,9,9,Morning
537201,0.85,20.4,24,Germany,2010-12-05,0 days 14:19:00,2010-12,Household,Chairs,SET/20 RED RETROSPOT PAPER NAPKINS,2010,12,14,Afternoon
538174,0.85,81.6,96,Germany,2010-12-10,0 days 09:35:00,2010-12,Household,Chairs,DOORMAT WELCOME TO OUR HOME,2010,12,9,Morning
539395,14.95,89.7,6,Germany,2010-12-17,0 days 11:52:00,2010-12,Kitchen,Scales,ALARM CLOCK BAKELIKE RED,2010,12,11,Morning
568674,4.95,14.85,3,Germany,2011-09-28,0 days 13:30:00,2011-09,Clothes,Tops,RED TOADSTOOL LED NIGHT LIGHT,2011,9,13,Afternoon
568674,3.25,19.5,6,Germany,2011-09-28,0 days 13:30:00,2011-09,Clothes,Hats,CREAM FELT EASTER EGG BASKET,2011,9,13,Afternoon
545718,4.95,14.85,3,Germany,2011-03-07,0 days 10:22:00,2011-03,Garden,Hoses,TREASURE TIN GYMKHANA DESIGN,2011,3,10,Morning
573284,2.08,12.48,6,Germany,2011-10-28,0 days 14:27:00,2011-10,Household,Rugs,PLASTERS IN TIN STRONGMAN,2011,10,14,Afternoon
542128,0.85,20.4,24,Germany,2011-01-25,0 days 15:13:00,2011-01,Garden,Rakes,WRAP RED VINTAGE DOILY,2011,1,15,Afternoon
576607,18.0,72.0,4,Germany,2011-11-15,0 days 15:42:00,2011-11,Kitchen,Cooking Knives,RED RETROSPOT CAKE STAND,2011,11,15,Afternoon
564856,1.25,15.0,12,Germany,2011-08-31,0 days 09:11:00,2011-08,Garden,Rakes,REGENCY SUGAR BOWL GREEN,2011,8,9,Morning
540458,9.95,19.9,2,Germany,2011-01-07,0 days 12:28:00,2011-01,Clothes,Tops,SET/6 RED SPOTTY PAPER CUPS,2011,1,12,Afternoon
567904,1.65,16.5,10,Germany,2011-09-22,0 days 16:34:00,2011-09,Clothes,Tops,GROW YOUR OWN PLANT IN A CAN,2011,9,16,Afternoon
564079,1.65,16.5,10,Germany,2011-08-22,0 days 15:55:00,2011-08,Clothes,Hats,CARD DOLLY GIRL,2011,8,15,Afternoon
542369,1.65,39.6,24,Germany,2011-01-27,0 days 13:08:00,2011-01,Clothes,Hats,PINK POLKADOT BOWL,2011,1,13,Afternoon
572061,4.25,17.0,4,Germany,2011-10-20,0 days 12:53:00,2011-10,Clothes,Tops,SPOTTY BUNTING,2011,10,12,Afternoon
560876,1.65,19.8,12,Germany,2011-07-21,0 days 15:14:00,2011-07,Garden,Seeds,MAGNETS PACK OF 4 SWALLOWS,2011,7,15,Afternoon
547383,0.85,10.2,12,Germany,2011-03-22,0 days 15:42:00,2011-03,Garden,Rakes,CHARLOTTE BAG PINK POLKADOT,2011,3,15,Afternoon
577135,8.5,68.0,8,Germany,2011-11-18,0 days 08:56:00,2011-11,Garden,Hoses,WHITE ROCKING HORSE HAND PAINTED,2011,11,8,Morning
576890,1.25,15.0,12,Germany,2011-11-16,0 days 17:25:00,2011-11,Kitchen,Cutlery,WRAP ALPHABET DESIGN,2011,11,17,Afternoon
572061,0.42,8.4,20,Germany,2011-10-20,0 days 12:53:00,2011-10,Garden,Rakes,RABBIT NIGHT LIGHT,2011,10,12,Afternoon
571065,4.95,14.85,3,Germany,2011-10-13,0 days 14:59:00,2011-10,Clothes,Hats,POSTAGE,2011,10,14,Afternoon
542106,1.45,69.6,48,Germany,2011-01-25,0 days 13:37:00,2011-01,Garden,Turf,10 COLOUR SPACEBOY PEN,2011,1,13,Afternoon
540769,1.45,17.4,12,Germany,2011-01-11,0 days 10:38:00,2011-01,Clothes,Hats,DOORMAT BLACK FLOCK,2011,1,10,Morning
559298,2.08,24.96,12,Germany,2011-07-07,0 days 12:38:00,2011-07,Clothes,Hats,GYMKHANA TREASURE BOOK BOX,2011,7,12,Afternoon
569893,1.65,19.8,12,Germany,2011-10-06,0 days 15:51:00,2011-10,Garden,Rakes,SET OF 5 LUCKY CAT MAGNETS,2011,10,15,Afternoon
566233,10.95,10.95,1,Germany,2011-09-11,0 days 11:04:00,2011-09,Clothes,Shoes,6 GIFT TAGS VINTAGE CHRISTMAS,2011,9,11,Morning
568350,1.0,24.0,24,Germany,2011-09-26,0 days 15:35:00,2011-09,Clothes,Shoes,RED HEART SHAPE LOVE BUCKET,2011,9,15,Afternoon
560230,18.0,36.0,2,Germany,2011-07-17,0 days 10:53:00,2011-07,Kitchen,Coasters,JUNGLE POPSICLES ICE LOLLY MOULDS,2011,7,10,Morning
550137,2.95,35.4,12,Germany,2011-04-14,0 days 13:59:00,2011-04,Household,Chairs,BASKET OF TOADSTOOLS,2011,4,13,Afternoon
543587,2.95,23.6,8,Germany,2011-02-10,0 days 11:39:00,2011-02,Garden,Rakes,SMALL POPCORN HOLDER,2011,2,11,Morning
554104,0.65,7.8,12,Germany,2011-05-22,0 days 14:03:00,2011-05,Kitchen,Bowls,CARDHOLDER GINGHAM CHRISTMAS TREE,2011,5,14,Afternoon
560230,0.42,10.08,24,Germany,2011-07-17,0 days 10:53:00,2011-07,Kitchen,Bowls,JUMBO STORAGE BAG SUKI,2011,7,10,Morning
574071,0.85,10.2,12,Germany,2011-11-02,0 days 14:57:00,2011-11,Clothes,Tops,5 HOOK HANGER RED MAGIC TOADSTOOL,2011,11,14,Afternoon
540351,0.55,13.2,24,France,2011-01-06,0 days 14:26:00,2011-01,Kitchen,Scales,PINK REGENCY TEACUP AND SAUCER,2011,1,14,Afternoon
574104,0.85,10.2,12,France,2011-11-03,0 days 10:45:00,2011-11,Household,Lamps,WHITE HEART CONFETTI IN TUBE,2011,11,10,Morning
538008,1.25,30.0,24,France,2010-12-09,0 days 12:17:00,2010-12,Household,Lamps,ALARM CLOCK BAKELIKE RED,2010,12,12,Afternoon
569921,12.5,12.5,1,France,2011-10-06,0 days 17:28:00,2011-10,Garden,Turf,LUNCH BAG SUKI  DESIGN,2011,10,17,Afternoon
579345,0.42,10.08,24,France,2011-11-29,0 days 11:46:00,2011-11,Kitchen,Cutlery,TRADITIONAL WOODEN SKIPPING ROPE,2011,11,11,Morning
546479,1.65,16.5,10,France,2011-03-14,0 days 11:38:00,2011-03,Garden,Seeds,DOORMAT UNION FLAG,2011,3,11,Morning
566736,0.42,6.72,16,France,2011-09-14,0 days 14:19:00,2011-09,Kitchen,Plates,UNION STRIPE WITH FRINGE  HAMMOCK,2011,9,14,Afternoon
547722,0.65,7.8,12,France,2011-03-25,0 days 10:19:00,2011-03,Garden,Seeds,SPOTTY BUNTING,2011,3,10,Morning
556529,2.55,30.6,12,France,2011-06-13,0 days 11:41:00,2011-06,Household,Lamps,MODERN FLORAL STATIONERY SET,2011,6,11,Morning
536974,1.25,15.0,12,France,2010-12-03,0 days 13:59:00,2010-12,Kitchen,Cutlery,ASSORTED COLOUR MINI CASES,2010,12,13,Afternoon
547722,5.95,17.85,3,France,2011-03-25,0 days 10:19:00,2011-03,Kitchen,Scales,RED SPOTTY BISCUIT TIN,2011,3,10,Morning
556259,1.25,30.0,24,France,2011-06-09,0 days 17:53:00,2011-06,Garden,Seeds,SET OF 6 TEA TIME BAKING CASES,2011,6,17,Afternoon
579492,2.95,70.8,24,France,2011-11-29,0 days 15:23:00,2011-11,Kitchen,Cutlery,DOLLY HONEYCOMB GARLAND,2011,11,15,Afternoon
575629,2.95,17.7,6,France,2011-11-10,0 days 13:34:00,2011-11,Garden,Seeds,VINTAGE CHRISTMAS STOCKING,2011,11,13,Afternoon
579792,0.39,4.68,12,France,2011-11-30,0 days 15:43:00,2011-11,Garden,Hoses,SQUARECUSHION COVER PINK UNION FLAG,2011,11,15,Afternoon
575692,2.55,7.65,3,France,2011-11-10,0 days 16:27:00,2011-11,Garden,Hoses,WRAP ALPHABET DESIGN,2011,11,16,Afternoon
542433,2.95,53.1,18,France,2011-01-28,0 days 10:45:00,2011-01,Household,Curtains,BLUE POLKADOT PLATE,2011,1,10,Morning
540351,2.1,12.6,6,France,2011-01-06,0 days 14:26:00,2011-01,Clothes,Shoes,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,2011,1,14,Afternoon
548496,1.45,139.2,96,France,2011-03-31,0 days 13:40:00,2011-03,Kitchen,Cooking Knives,FAIRY TALE COTTAGE NIGHT LIGHT,2011,3,13,Afternoon
574506,1.65,1.65,1,France,2011-11-04,0 days 13:24:00,2011-11,Clothes,Tops,MINI PAINT SET VINTAGE,2011,11,13,Afternoon
544470,12.75,51.0,4,France,2011-02-21,0 days 08:38:00,2011-02,Clothes,Hats,STORAGE TIN VINTAGE DOILY,2011,2,8,Morning
561795,1.25,12.5,10,France,2011-07-29,0 days 13:28:00,2011-07,Household,Curtains,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,7,13,Afternoon
569122,0.83,6.64,8,France,2011-09-30,0 days 13:06:00,2011-09,Household,Chairs,REGENCY MILK JUG PINK,2011,9,13,Afternoon
545583,3.75,15.0,4,France,2011-03-04,0 days 09:08:00,2011-03,Garden,Seeds,CARD CIRCUS PARADE,2011,3,9,Morning
551544,2.1,63.0,30,France,2011-05-03,0 days 09:33:00,2011-05,Garden,Hoses,REGENCY SUGAR BOWL GREEN,2011,5,9,Morning
568040,1.25,30.0,24,France,2011-09-23,0 days 12:09:00,2011-09,Clothes,Tops,JUMBO BAG SPACEBOY DESIGN,2011,9,12,Afternoon
579193,3.25,19.5,6,France,2011-11-28,0 days 15:47:00,2011-11,Garden,Hoses,SET 8 CANDLES VINTAGE DOILY,2011,11,15,Afternoon
544355,3.25,19.5,6,France,2011-02-18,0 days 10:53:00,2011-02,Garden,Hoses,REGENCY TEA PLATE PINK,2011,2,10,Morning
576087,1.95,15.6,8,France,2011-11-14,0 days 08:31:00,2011-11,Kitchen,Scales,PAPER BUNTING WHITE LACE,2011,11,8,Morning
574104,1.25,30.0,24,France,2011-11-03,0 days 10:45:00,2011-11,Kitchen,Coasters,RED LOVE HEART SHAPE CUP,2011,11,10,Morning
570672,1.25,15.0,12,France,2011-10-11,0 days 14:52:00,2011-10,Household,Chairs,WRAP ENGLISH ROSE,2011,10,14,Afternoon
560272,18.0,18.0,1,France,2011-07-17,0 days 14:56:00,2011-07,Household,Rugs,SET OF 6 SOLDIER SKITTLES,2011,7,14,Afternoon
561470,0.42,10.5,25,France,2011-07-27,0 days 13:14:00,2011-07,Household,Curtains,JUMBO SHOPPER VINTAGE RED PAISLEY,2011,7,13,Afternoon
564897,0.83,59.76,72,France,2011-08-31,0 days 11:22:00,2011-08,Clothes,Tops,STAR DECORATION PAINTED ZINC,2011,8,11,Morning
543188,0.85,10.2,12,France,2011-02-04,0 days 11:45:00,2011-02,Household,Rugs,HOMEMADE JAM SCENTED CANDLES,2011,2,11,Morning
540642,1.65,19.8,12,France,2011-01-10,0 days 13:22:00,2011-01,Clothes,Hats,CORONA MEXICAN TRAY,2011,1,13,Afternoon
540642,4.95,14.85,3,France,2011-01-10,0 days 13:22:00,2011-01,Garden,Turf,CUSHION COVER PINK UNION JACK,2011,1,13,Afternoon
579792,1.25,30.0,24,France,2011-11-30,0 days 15:43:00,2011-11,Clothes,Tops,LUNCH BAG WOODLAND,2011,11,15,Afternoon
580705,4.95,19.8,4,France,2011-12-05,0 days 16:28:00,2011-12,Kitchen,Plates,COWBOYS AND INDIANS BIRTHDAY CARD,2011,12,16,Afternoon
570672,0.85,8.5,10,France,2011-10-11,0 days 14:52:00,2011-10,Clothes,Hats,GIRAFFE WOODEN RULER,2011,10,14,Afternoon
541120,1.25,15.0,12,France,2011-01-14,0 days 09:13:00,2011-01,Kitchen,Cooking Knives,VINTAGE CHRISTMAS GIFT BAG LARGE,2011,1,9,Morning
566816,2.55,61.2,24,France,2011-09-15,0 days 10:53:00,2011-09,Kitchen,Scales,FELTCRAFT PRINCESS CHARLOTTE DOLL,2011,9,10,Morning
555941,0.85,10.2,12,France,2011-06-08,0 days 10:10:00,2011-06,Garden,Rakes,FAIRY TALE COTTAGE NIGHT LIGHT,2011,6,10,Morning
563288,0.42,10.5,25,France,2011-08-15,0 days 12:53:00,2011-08,Household,Rugs,SET OF 5 PANCAKE DAY MAGNETS,2011,8,12,Afternoon
547504,1.95,15.6,8,France,2011-03-23,0 days 13:33:00,2011-03,Garden,Turf,SET OF 4 KNICK KNACK TINS LEAVES,2011,3,13,Afternoon
552631,0.65,15.6,24,France,2011-05-10,0 days 12:55:00,2011-05,Clothes,Shoes,HEN HOUSE W CHICK STANDING,2011,5,12,Afternoon
540239,1.25,15.0,12,France,2011-01-05,0 days 14:48:00,2011-01,Kitchen,Coasters,PACK OF 12 CIRCUS PARADE TISSUES,2011,1,14,Afternoon
539050,2.1,2.1,1,France,2010-12-15,0 days 16:21:00,2010-12,Kitchen,Coasters,YELLOW GIANT GARDEN THERMOMETER,2010,12,16,Afternoon
541120,1.95,15.6,8,France,2011-01-14,0 days 09:13:00,2011-01,Garden,Hoses,BLUE POLKADOT PLATE,2011,1,9,Morning
577295,1.79,128.88,72,France,2011-11-18,0 days 12:46:00,2011-11,Clothes,Hats,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2011,11,12,Afternoon
570851,4.15,132.8,32,France,2011-10-12,0 days 14:46:00,2011-10,Kitchen,Scales,PINK & WHITE BREAKFAST TRAY,2011,10,14,Afternoon
564670,18.0,108.0,6,France,2011-08-26,0 days 15:44:00,2011-08,Garden,Hoses,BLUE & WHITE BREAKFAST TRAY,2011,8,15,Afternoon
547892,1.25,15.0,12,France,2011-03-28,0 days 10:15:00,2011-03,Kitchen,Bowls,PINK BUTTERFLY CUSHION COVER,2011,3,10,Morning
544817,1.65,19.8,12,France,2011-02-23,0 days 16:44:00,2011-02,Household,Lamps,BIRDS MOBILE VINTAGE DESIGN,2011,2,16,Afternoon
541121,2.95,44.25,15,France,2011-01-14,0 days 09:20:00,2011-01,Clothes,Hats,DINOSAUR KEYRINGS ASSORTED,2011,1,9,Morning
552631,0.85,10.2,12,France,2011-05-10,0 days 12:55:00,2011-05,Kitchen,Coasters,CHILDRENS CUTLERY SPACEBOY,2011,5,12,Afternoon
567640,1.95,15.6,8,France,2011-09-21,0 days 14:08:00,2011-09,Household,Chairs,MILK PAN RED RETROSPOT,2011,9,14,Afternoon
575067,0.55,13.2,24,France,2011-11-08,0 days 12:45:00,2011-11,Kitchen,Bowls,PLASTERS IN TIN WOODLAND ANIMALS,2011,11,12,Afternoon
565322,1.65,26.4,16,France,2011-09-02,0 days 13:15:00,2011-09,Garden,Rakes,FAIRY CAKE BIRTHDAY CANDLE SET,2011,9,13,Afternoon
580536,18.0,54.0,3,France,2011-12-04,0 days 16:07:00,2011-12,Clothes,Shoes,BAKING SET 9 PIECE RETROSPOT,2011,12,16,Afternoon
570672,1.45,17.4,12,France,2011-10-11,0 days 14:52:00,2011-10,Household,Rugs,RECYCLED ACAPULCO MAT PINK,2011,10,14,Afternoon
568040,2.55,15.3,6,France,2011-09-23,0 days 12:09:00,2011-09,Kitchen,Coasters,HOLIDAY FUN LUDO,2011,9,12,Afternoon
536370,0.42,10.08,24,France,2010-12-01,0 days 08:45:00,2010-12,Garden,Rakes,ASSORTED COLOUR LIZARD SUCTION HOOK,2010,12,8,Morning
575193,1.65,16.5,10,France,2011-11-09,0 days 09:34:00,2011-11,Clothes,Tops,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,11,9,Morning
563288,4.95,39.6,8,France,2011-08-15,0 days 12:53:00,2011-08,Kitchen,Cutlery,GREEN POLKADOT BOWL,2011,8,12,Afternoon
557734,0.65,31.2,48,France,2011-06-22,0 days 11:20:00,2011-06,Garden,Seeds,TOY TIDY SPACEBOY,2011,6,11,Morning
547087,1.65,13.2,8,France,2011-03-20,0 days 15:58:00,2011-03,Garden,Seeds,RED RETROSPOT CHILDRENS UMBRELLA,2011,3,15,Afternoon
540365,0.85,10.2,12,France,2011-01-06,0 days 16:12:00,2011-01,Clothes,Shoes,PACK OF 60 SPACEBOY CAKE CASES,2011,1,16,Afternoon
570672,8.25,16.5,2,France,2011-10-11,0 days 14:52:00,2011-10,Kitchen,Bowls,ROUND SNACK BOXES SET OF4 WOODLAND,2011,10,14,Afternoon
559607,3.75,15.0,4,France,2011-07-11,0 days 11:39:00,2011-07,Garden,Hoses,12 PENCILS TALL TUBE SKULLS,2011,7,11,Morning
541138,1.65,19.8,12,France,2011-01-14,0 days 10:42:00,2011-01,Garden,Turf,RED RETROSPOT CAKE STAND,2011,1,10,Morning
540463,1.65,9.9,6,France,2011-01-07,0 days 13:13:00,2011-01,Garden,Hoses,ICE CREAM SUNDAE LIP GLOSS,2011,1,13,Afternoon
570672,2.08,12.48,6,France,2011-10-11,0 days 14:52:00,2011-10,Household,Rugs,PINK PARTY BAGS,2011,10,14,Afternoon
555547,1.65,19.8,12,France,2011-06-05,0 days 13:13:00,2011-06,Clothes,Hats,LARGE HEART MEASURING SPOONS,2011,6,13,Afternoon
568798,0.42,10.5,25,France,2011-09-29,0 days 10:23:00,2011-09,Kitchen,Cooking Knives,MINI PAINT SET VINTAGE,2011,9,10,Morning
538008,10.95,21.9,2,France,2010-12-09,0 days 12:17:00,2010-12,Clothes,Tops,RED RETROSPOT OVEN GLOVE,2010,12,12,Afternoon
555096,4.15,16.6,4,France,2011-05-31,0 days 13:32:00,2011-05,Kitchen,Plates,PACK OF 72 SKULL CAKE CASES,2011,5,13,Afternoon
541631,0.65,7.8,12,France,2011-01-20,0 days 10:48:00,2011-01,Kitchen,Scales,SMALL HEART MEASURING SPOONS,2011,1,10,Morning
545301,1.25,30.0,24,France,2011-03-01,0 days 12:26:00,2011-03,Garden,Seeds,CLASSIC FRENCH STYLE BASKET NATURAL,2011,3,12,Afternoon
552315,0.42,5.04,12,France,2011-05-08,0 days 16:10:00,2011-05,Garden,Hoses,CHILDRENS APRON SPACEBOY DESIGN,2011,5,16,Afternoon
570672,1.25,10.0,8,France,2011-10-11,0 days 14:52:00,2011-10,Clothes,Tops,CHARLOTTE BAG PINK POLKADOT,2011,10,14,Afternoon
575067,4.95,44.55,9,France,2011-11-08,0 days 12:45:00,2011-11,Garden,Seeds,RED RETROSPOT CHARLOTTE BAG,2011,11,12,Afternoon
560398,0.39,9.36,24,France,2011-07-18,0 days 14:10:00,2011-07,Garden,Hoses,WATERING CAN GREEN DINOSAUR,2011,7,14,Afternoon
541567,0.85,17.0,20,France,2011-01-19,0 days 11:51:00,2011-01,Household,Lamps,LUNCH BAG SPACEBOY DESIGN,2011,1,11,Morning
575692,1.25,2.5,2,France,2011-11-10,0 days 16:27:00,2011-11,Kitchen,Coasters,MEASURING TAPE BABUSHKA BLUE,2011,11,16,Afternoon
543484,0.42,10.5,25,France,2011-02-09,0 days 10:11:00,2011-02,Garden,Turf,POSTAGE,2011,2,10,Morning
578736,1.79,214.8,120,France,2011-11-25,0 days 11:33:00,2011-11,Kitchen,Cooking Knives,SET/2 RED RETROSPOT TEA TOWELS,2011,11,11,Morning
570841,18.0,36.0,2,France,2011-10-12,0 days 14:18:00,2011-10,Household,Curtains,MIRRORED WALL ART POPPIES,2011,10,14,Afternoon
541138,0.85,20.4,24,France,2011-01-14,0 days 10:42:00,2011-01,Kitchen,Cooking Knives,LUNCH BAG SPACEBOY DESIGN,2011,1,10,Morning
574506,8.25,8.25,1,France,2011-11-04,0 days 13:24:00,2011-11,Household,Chairs,BLUE 3 PIECE POLKADOT CUTLERY SET,2011,11,13,Afternoon
565931,2.25,18.0,8,France,2011-09-08,0 days 10:35:00,2011-09,Clothes,Shoes,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2011,9,10,Morning
553208,2.08,24.96,12,France,2011-05-16,0 days 09:10:00,2011-05,Kitchen,Scales,ROUND SNACK BOXES SET OF4 WOODLAND,2011,5,9,Morning
573402,0.83,9.96,12,France,2011-10-30,0 days 15:44:00,2011-10,Clothes,Tops,APPLE BATH SPONGE,2011,10,15,Afternoon
554097,2.95,17.7,6,France,2011-05-22,0 days 13:01:00,2011-05,Garden,Rakes,RECYCLED ACAPULCO MAT GREEN,2011,5,13,Afternoon
556886,1.25,30.0,24,France,2011-06-15,0 days 12:34:00,2011-06,Clothes,Tops,RED RETROSPOT CUP,2011,6,12,Afternoon
546428,1.25,15.0,12,France,2011-03-13,0 days 14:55:00,2011-03,Household,Lamps,36 PENCILS TUBE WOODLAND,2011,3,14,Afternoon
545515,0.85,10.2,12,France,2011-03-03,0 days 12:06:00,2011-03,Garden,Turf,PACK OF 60 MUSHROOM CAKE CASES,2011,3,12,Afternoon
575747,3.25,19.5,6,France,2011-11-11,0 days 10:19:00,2011-11,Clothes,Tops,RETROSPOT HEART HOT WATER BOTTLE,2011,11,10,Morning
554648,2.08,20.8,10,France,2011-05-25,0 days 12:44:00,2011-05,Household,Lamps,BLUE POLKADOT CUP,2011,5,12,Afternoon
542904,1.65,39.6,24,France,2011-02-01,0 days 14:58:00,2011-02,Clothes,Hats,RED RETROSPOT BOWL,2011,2,14,Afternoon
553411,1.65,16.5,10,France,2011-05-17,0 days 09:28:00,2011-05,Garden,Rakes,JUMBO BAG ALPHABET,2011,5,9,Morning
542629,1.25,60.0,48,France,2011-01-31,0 days 09:57:00,2011-01,Kitchen,Bowls,HOMEMADE JAM SCENTED CANDLES,2011,1,9,Morning
575747,1.25,30.0,24,France,2011-11-11,0 days 10:19:00,2011-11,Garden,Rakes,BROWN CHECK CAT DOORSTOP,2011,11,10,Morning
574918,0.65,14.3,22,France,2011-11-07,0 days 16:31:00,2011-11,Garden,Seeds,GLASS JAR DIGESTIVE BISCUITS,2011,11,16,Afternoon
564173,4.15,24.9,6,France,2011-08-23,0 days 14:23:00,2011-08,Garden,Seeds,JUMBO BAG DOILEY PATTERNS,2011,8,14,Afternoon
541120,2.95,35.4,12,France,2011-01-14,0 days 09:13:00,2011-01,Household,Chairs,ROSES REGENCY TEACUP AND SAUCER,2011,1,9,Morning
576927,4.15,16.6,4,France,2011-11-17,0 days 11:02:00,2011-11,Garden,Seeds,ANTIQUE SILVER TEA GLASS ENGRAVED,2011,11,11,Morning
569568,4.95,19.8,4,France,2011-10-05,0 days 09:57:00,2011-10,Kitchen,Cooking Knives,RETRO MOD TRAY,2011,10,9,Morning
